Unnamed: 0,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
809,417840,KR7417840006,저스템,KOSDAQ,중견기업부,14300,1,770,5.69,13360,14480,12700,796061,10924479470,324094213300,22663931,KSQ
810,092730,KR7092730001,네오팜,KOSDAQ,우량기업부,20150,1,50,0.25,20100,20450,19960,63615,1280800870,322963978350,16027989,KSQ
811,092460,KR7092460005,한라IMS,KOSDAQ,우량기업부,18800,2,-400,-2.08,19160,19160,18580,84073,1578767280,321661984000,17109680,KSQ
812,144960,KR7144960002,뉴파워프라즈마,KOSDAQ,우량기업부,7350,2,-170,-2.26,7520,7600,7210,393826,2904323270,321140786400,43692624,KSQ
813,900140,KYG5307W1015,엘브이엠씨홀딩스,KOSPI,,1658,2,-53,-3.1,1686,1711,1650,812400,1353101565,320392636256,193240432,STK
814,365270,KR7365270008,큐라클,KOSDAQ,기술성장기업부,14590,1,220,1.53,14440,14920,14070,205399,2964820855,319879417940,21924566,KSQ
815,094480,KR7094480001,갤럭시아머니트리,KOSDAQ,우량기업부,8150,2,-360,-4.23,8500,8510,8110,465844,3833126710,319723179700,39229838,KSQ
816,054210,KR7054210000,이랜텍,KOSDAQ,우량기업부,12640,2,-230,-1.79,12810,12820,11700,312114,3908910665,319680894400,25291210,KSQ
817,012860,KR7012860003,모베이스전자,KOSDAQ,우량기업부,4365,1,455,11.64,4035,4840,4000,30786739,138371140922,319664039805,73233457,KSQ
818,357550,KR7357550003,석경에이티,KOSDAQ,기술성장기업부,58500,2,-800,-1.35,59400,59400,57900,7226,421385900,319117500000,5455000,KSQ
819,061970,KR7061970000,LB세미콘,KOSDAQ,중견기업부,5490,1,130,2.43,5350,5640,5240,912358,5001145640,318875702940,58083006,KSQ
820,0088M0,KR70088M0003,메쥬,KOSDAQ,기술성장기업부,32150,2,-1600,-4.74,33900,36500,31850,379068,12422564725,317698262500,9881750,KSQ
821,456010,KR7456010008,아이씨티케이,KOSDAQ,기술성장기업부,22800,2,-350,-1.51,22150,23350,22050,594611,13427302675,316962271200,13901854,KSQ
822,033270,KR7033270000,유나이티드제약,KOSPI,,19920,1,70,0.35,19900,19940,19760,29835,592382835,316942638000,15910775,STK
823,004430,KR7004430005,송원산업,KOSPI,,13140,2,-1030,-7.27,14100,14240,12940,898700,11998044365,315360000000,24000000,STK
824,001340,KR7001340009,PKC,KOSPI,,6990,2,-140,-1.96,7130,7140,6910,375026,2613196260,313979664930,44918407,STK
825,215000,KR7215000001,골프존,KOSDAQ GLOBAL,우량기업부,49900,2,-50,-0.1,49550,50500,49450,10890,542862925,313143208500,6275415,KSQ
826,321550,KR7321550006,티움바이오,KOSDAQ,기술성장기업부,10420,2,-240,-2.25,10880,11140,10260,327526,3484213080,312575356700,29997635,KSQ
827,017390,KR7017390006,서울가스,KOSPI,,63100,2,-100,-0.16,63200,63200,62600,6806,427895050,312345000000,4950000,STK
828,094820,KR7094820008,일진파워,KOSDAQ,우량기업부,20700,2,-1050,-4.83,21200,21950,20500,467145,9783166075,312129276300,15078709,KSQ
829,051370,KR7051370005,인터플렉스,KOSDAQ,우량기업부,13340,1,310,2.38,13030,13350,12840,140269,1848298345,311188476480,23327472,KSQ
830,382900,KR7382900009,범한퓨얼셀,KOSDAQ,벤처기업부,35500,2,-550,-1.53,35050,37400,33900,312480,11085473800,311015500000,8761000,KSQ
831,472850,KR7472850007,폰드그룹,KOSDAQ,중견기업부,5400,1,70,1.31,5330,5500,5250,43956,237179720,310886920800,57571652,KSQ
832,464080,KR7464080001,에스오에스랩,KOSDAQ,기술성장기업부,17270,1,1320,8.28,16270,19320,16190,4553550,81900874650,309945467150,17947045,KSQ
833,123890,KR7123890006,한국자산신탁,KOSPI,,2530,2,-5,-0.2,2545,2545,2495,316314,796500633,309606032780,122373926,STK
834,098120,KR7098120009,마이크로컨텍솔,KOSDAQ,우량기업부,37200,3,0,0.0,37000,38250,36200,182060,6764808500,309234895200,8312766,KSQ
835,005680,KR7005680004,삼영전자,KOSPI,,15450,1,150,0.98,15300,15580,15190,42368,653779460,309000000000,20000000,STK
836,037270,KR7037270006,YG PLUS,KOSPI,,4840,1,65,1.36,4760,4870,4720,407892,1958554630,308129452400,63663110,STK
837,004360,KR7004360004,세방,KOSPI,,16100,1,180,1.13,15940,16260,15560,65656,1037827290,307761208300,19115603,STK
838,092200,KR7092200005,디아이씨,KOSPI,,7900,1,180,2.33,7870,8100,7760,871015,6930568570,307219695100,38888569,STK
839,272110,KR7272110008,케이엔제이,KOSDAQ,우량기업부,38250,2,-1700,-4.26,39700,39700,36800,245394,9273835025,306971358750,8025395,KSQ
840,900290,HK0000307485,GRT,KOSDAQ,외국기업(소속부없음),3750,1,30,0.81,3700,3790,3655,328196,1216041235,306750000000,81800000,KSQ
841,067390,KR7067390005,아스트,KOSDAQ,중견기업부,749,1,10,1.35,747,762,735,1226394,913152504,306459026671,409157579,KSQ
842,035600,KR7035600006,KG이니시스,KOSDAQ,우량기업부,11120,2,-130,-1.16,11250,11250,11030,110719,1229478185,306405306080,27554434,KSQ
843,001460,KR7001460005,BYC,KOSPI,,49000,2,-100,-0.2,48700,49000,47650,5632,272422150,306061350000,6246150,STK
844,049630,KR7049630007,재영솔루텍,KOSDAQ,우량기업부,13090,1,670,5.39,12570,13370,12300,870962,11155083150,306037812080,23379512,KSQ
845,096760,KR7096760004,JW홀딩스,KOSPI,,4125,1,5,0.12,4125,4160,4080,101016,415970650,304940385750,73924942,STK
846,052710,KR7052710001,아모텍,KOSDAQ,중견기업부,20850,2,-650,-3.02,21250,21850,20300,498729,10414568325,304725022650,14615109,KSQ
847,003520,KR7003520004,영진약품,KOSPI,,1661,2,-34,-2.01,1696,1698,1638,721341,1195425210,303784826191,182892731,STK
848,128820,KR7128820008,대성산업,KOSPI,,6700,1,40,0.6,6630,6770,6500,247947,1641403095,303077702600,45235478,STK
849,053690,KR7053690004,한미글로벌,KOSPI,,27500,2,-1000,-3.51,28300,28300,26500,429257,11685027200,301332625000,10957550,STK
850,000490,KR7000490003,대동,KOSPI,,10450,1,40,0.38,10410,10630,10150,357227,3724547900,301240739250,28826865,STK
851,112290,KR7112290002,와이씨켐,KOSDAQ,기술성장기업부,14880,2,-940,-5.94,15400,15430,14520,863440,12845568575,300889819200,20221090,KSQ
852,003920,KR7003920006,남양유업,KOSPI,,50000,1,400,0.81,49550,50400,49500,7856,391705975,300000000000,6000000,STK
853,274090,KR7274090000,켄코아에어로스페이스,KOSDAQ,기술성장기업부,21850,1,950,4.55,21000,21850,20450,275300,5788889025,299991279300,13729578,KSQ
854,475560,KR7475560009,더본코리아,KOSPI,,20200,2,-50,-0.25,20150,20300,20100,8174,164846375,299524994000,14827970,STK
855,018000,KR7018000000,유니슨,KOSDAQ,중견기업부,1203,1,23,1.95,1180,1209,1137,4030050,4714038229,299137975188,248659996,KSQ
856,488280,KR7488280009,에스투더블유,KOSDAQ,기술성장기업부,27750,2,-1250,-4.31,30100,30100,27650,613717,17536603800,298850461500,10769386,KSQ
857,037710,KR7037710001,광주신세계,KOSPI,,37500,1,50,0.13,37700,37700,37200,6744,252174300,298394625000,7957190,STK
858,023760,KR7023760002,한국캐피탈,KOSDAQ,우량기업부,944,2,-13,-1.36,957,958,943,409454,387979593,297935439744,315609576,KSQ
859,023410,KR7023410004,유진기업,KOSDAQ,중견기업부,3850,2,-45,-1.16,3895,3900,3815,235030,902348775,297646822550,77310863,KSQ
860,108380,KR7108380007,대양전기공업,KOSDAQ,우량기업부,31100,1,500,1.63,30400,31100,30000,35048,1068416625,297544056300,9567333,KSQ
861,019010,KR7019010008,베뉴지,KOSDAQ,중견기업부,6160,1,920,17.56,6010,6610,5610,1573780,9669149750,296912000000,48200000,KSQ
862,484810,KR7484810007,티엑스알로보틱스,KOSDAQ,벤처기업부,19190,1,80,0.42,19550,19960,18980,352713,6904045975,296503058850,15450915,KSQ
863,054950,KR7054950001,제이브이엠,KOSDAQ,우량기업부,24500,1,200,0.82,24250,24600,24150,36971,902000175,296202354000,12089892,KSQ
864,088260,KR7088260005,이리츠코크렙,KOSPI,,4665,1,145,3.21,4520,4680,4520,62647,289610465,295488517350,63341590,STK
865,115450,KR7115450009,HLB테라퓨틱스,KOSDAQ,중견기업부,3330,2,-130,-3.76,3485,3490,3295,615297,2068095042,294971762970,88580109,KSQ
866,002320,KR7002320000,한진,KOSPI,,18940,2,-50,-0.26,18990,19860,18890,40910,777078295,293922587040,15518616,STK
867,000320,KR7000320002,노루홀딩스,KOSPI,,21900,2,-300,-1.35,22100,22300,21600,38020,831859100,291076206900,13291151,STK
868,003120,KR7003120003,일성아이에스,KOSPI,,21850,2,-150,-0.68,21750,21950,21500,8990,194038550,290605000000,13300000,STK
869,003960,KR7003960002,사조대림,KOSPI,,31700,1,250,0.79,31250,31800,31250,4341,136968775,290513603900,9164467,STK
870,034120,KR7034120006,SBS,KOSPI,,15640,2,-60,-0.38,15650,15830,15560,26356,412460920,290141362320,18551238,STK
871,294570,KR7294570007,쿠콘,KOSDAQ,우량기업부,28750,2,-50,-0.17,28800,30000,27400,25443,727982425,290137295000,10091732,KSQ
872,003200,KR7003200003,일신방직,KOSPI,,12630,2,-10,-0.08,12760,12760,12500,13866,174326425,289984800000,22960000,STK
873,061090,KR7061090007,세나테크놀로지,KOSDAQ,중견기업부,51900,4,11950,29.91,51900,51900,51900,62402,3238663800,289893885600,5585624,KSQ
874,051360,KR7051360006,토비스,KOSDAQ,우량기업부,19410,1,740,3.96,18670,20100,18670,159291,3101917735,289555332630,14917843,KSQ
875,194700,KR7194700001,노바렉스,KOSDAQ,우량기업부,15860,1,1210,8.26,15010,16480,15010,407857,6515276635,289521889280,18254848,KSQ
876,036800,KR7036800001,나이스정보통신,KOSDAQ,우량기업부,28900,2,-500,-1.7,29300,29300,28650,34996,1012252400,289000000000,10000000,KSQ
877,199430,KR7199430000,케이엔알시스템,KOSDAQ,기술성장기업부,25900,1,1350,5.5,25100,26000,24900,150983,3865665225,288630713700,11144043,KSQ
878,0007C0,KR70007C0003,아크릴,KOSDAQ,기술성장기업부,35900,2,-650,-1.78,36550,37500,35550,181534,6629139650,288288631600,8030324,KSQ
879,009470,KR7009470006,삼화전기,KOSPI,,43550,2,-850,-1.91,44350,44900,42500,152527,6644165350,288031861000,6613820,STK
880,079960,KR7079960001,동양이엔피,KOSDAQ,우량기업부,36550,1,150,0.41,36400,37300,35850,33464,1223312525,287283000000,7860000,KSQ
881,432320,KR7432320000,KB스타리츠,KOSPI,,1905,2,-4,-0.21,1914,1914,1850,747377,1415666297,287205962925,150764285,STK
882,388050,KR7388050007,지투파워,KOSDAQ,우량기업부,15290,2,-680,-4.26,15930,16200,14870,1037583,15887841665,286067291730,18709437,KSQ
883,083310,KR7083310003,엘오티베큠,KOSDAQ,우량기업부,16050,1,20,0.12,15900,16180,15640,134164,2124129915,285851029650,17810033,KSQ
884,017890,KR7017890005,한국알콜,KOSDAQ,우량기업부,13410,2,-250,-1.83,13700,13800,13220,72433,970929575,285277715460,21273506,KSQ
885,100120,KR7100120005,뷰웍스,KOSDAQ,우량기업부,31750,1,850,2.75,30900,32200,30750,169835,5378204200,284842299250,8971411,KSQ
886,334890,KR7334890001,이지스밸류플러스리츠,KOSPI,,4095,1,15,0.37,4135,4135,4050,115183,470346130,284392356885,69448683,STK
887,241590,KR7241590009,화승엔터프라이즈,KOSPI,,4685,1,25,0.54,4660,4745,4615,102917,483485401,283860758060,60589276,STK
888,092070,KR7092070002,디엔에프,KOSDAQ,중견기업부,24500,2,-650,-2.58,25100,25100,23650,84990,2057189475,283510521000,11571858,KSQ
889,138360,KR7138360003,앤로보틱스,KOSDAQ,벤처기업부,3655,1,140,3.98,3640,4090,3455,4329431,16210001225,281404743910,76991722,KSQ
890,001780,KR7001780006,알루코,KOSPI,,2905,1,15,0.52,2900,2955,2825,2017600,5806335548,281291533460,96830132,STK
891,361390,KR7361390008,제노코,KOSDAQ,벤처기업부,28850,1,200,0.7,28700,29300,27500,139536,3943816625,280894591850,9736381,KSQ
892,005710,KR7005710009,대원산업,KOSDAQ,우량기업부,13950,1,110,0.79,13850,14200,13700,47856,670896380,279524520000,20037600,KSQ
893,099440,KR7099440000,스맥,KOSDAQ,중견기업부,4095,1,110,2.76,4000,4200,4000,1260939,5182101476,279456698430,68243394,KSQ
894,003070,KR7003070000,코오롱글로벌,KOSPI,,10980,2,-90,-0.81,10840,11230,10810,50057,546472265,279155069820,25423959,STK
895,126700,KR7126700004,하이비젼시스템,KOSDAQ,우량기업부,18630,1,480,2.64,18150,18680,17760,128858,2364569575,278371546560,14942112,KSQ
896,030210,KR7030210009,다올투자증권,KOSPI,,4570,2,-75,-1.61,4550,4705,4520,384607,1761787540,278363754420,60911106,STK
897,304100,KR7304100001,솔트룩스,KOSDAQ,기술성장기업부,22100,3,0,0.0,22400,22750,22050,82161,1826560125,278324195500,12593855,KSQ
898,043370,KR7043370006,피에이치에이,KOSDAQ,우량기업부,13250,1,330,2.55,12920,13450,12820,54231,717687565,278250000000,21000000,KSQ
899,307180,KR7307180000,아이엘,KOSDAQ,벤처기업부,8000,1,620,8.4,7590,8690,7460,3250850,26407967945,277707784000,34713473,KSQ
900,086820,KR7086820008,바이오솔루션,KOSDAQ,기술성장기업부,10700,1,130,1.23,10580,11000,10580,140396,1517827120,277387709500,25924085,KSQ
901,000050,KR7000050005,경방,KOSPI,,10110,1,200,2.02,9930,10140,9820,49452,496262840,277168379700,27415270,STK
902,134380,KR7134380005,미원화학,KOSPI,,12590,1,290,2.36,12300,12640,12300,18143,228469330,276887841200,21992680,STK
903,226590,KR7226590008,엠디바이스,KOSDAQ,기술성장기업부,25800,1,650,2.58,25100,28450,24600,445857,11968826150,276493027200,10716784,KSQ
904,209640,KR7209640002,와이제이링크,KOSDAQ,중견기업부,9690,1,640,7.07,9190,10350,9100,6337973,60722207775,275614084740,28443146,KSQ
905,044450,KR7044450005,KSS해운,KOSPI,,11900,1,20,0.17,11820,12100,11720,160790,1920855985,274721972000,23085880,STK
906,147830,KR7147830004,제룡산업,KOSDAQ,벤처기업부,13730,1,750,5.78,12390,15410,12010,11919916,168519073085,274600000000,20000000,KSQ
907,255220,KR7255220006,SG,KOSDAQ,중견기업부,2505,2,-65,-2.53,2530,2540,2465,2136241,5319305690,274456071510,109563302,KSQ
908,000650,KR7000650002,천일고속,KOSPI,,192000,1,3700,1.96,188100,192000,187000,2725,517410700,274410240000,1429220,STK
909,404990,KR7404990004,신한서부티엔디리츠,KOSPI,,4535,1,265,6.21,4325,4535,4200,104760,462322690,273384008155,60283133,STK
910,267980,KR7267980001,매일유업,KOSDAQ,우량기업부,35650,1,250,0.71,36250,36250,35300,2810,100057500,273208694700,7663638,KSQ
911,035510,KR7035510007,신세계 I&C,KOSPI,,19510,2,-480,-2.4,19930,20000,19480,219104,4308318065,272767359000,13980900,STK
912,138610,KR7138610001,나이벡,KOSDAQ,기술성장기업부,23950,1,200,0.84,23950,24550,23450,62557,1488557925,272258642350,11367793,KSQ
913,078070,KR7078070000,유비쿼스홀딩스,KOSDAQ,중견기업부,15460,2,-480,-3.01,16190,16200,15210,120598,1869710830,272169775120,17604772,KSQ
914,000540,KR7000540005,흥국화재,KOSPI,,4225,2,-95,-2.2,4275,4360,4210,121670,515598755,271425175125,64242645,STK
915,004980,KR7004980009,성신양회,KOSPI,,11050,2,-270,-2.39,11040,11130,10850,280518,3070887730,270902606650,24516073,STK
916,474170,KR7474170008,루미르,KOSDAQ,기술성장기업부,15200,1,680,4.68,14540,15900,13940,358019,5235838305,270828979200,17817696,KSQ
917,457550,KR7457550002,우진엔텍,KOSDAQ,중견기업부,28950,2,-450,-1.53,29000,29250,27500,271477,7732656050,269783834100,9318958,KSQ
918,372170,KR7372170001,윤성에프앤씨,KOSDAQ,우량기업부,33800,2,-700,-2.03,34500,34700,33550,16995,574597550,269691822400,7979048,KSQ
919,190510,KR7190510008,나무가,KOSDAQ,우량기업부,19070,1,530,2.86,18700,19560,18500,71564,1363509570,268606995190,14085317,KSQ
920,309710,KR7309710002,아이티켐,KOSDAQ,관리종목(소속부없음),21000,0,0,0.0,0,0,0,0,0,268443021000,12783001,KSQ
921,005950,KR7005950001,이수화학,KOSPI,,10200,2,-550,-5.12,10700,10700,10090,511136,5231066695,268200523800,26294169,STK
922,226320,KR7226320000,잇츠한불,KOSPI,,12230,1,170,1.41,12870,12940,12100,78690,978166220,268195522450,21929315,STK
923,377190,KR7377190004,디앤디플랫폼리츠,KOSPI,,3030,1,65,2.19,3005,3065,2950,124348,371887166,267852000000,88400000,STK
924,000430,KR7000430009,대원강업,KOSPI,,4320,1,70,1.65,4245,4345,4210,204792,876194395,267840000000,62000000,STK
925,036710,KR7036710002,심텍홀딩스,KOSDAQ,중견기업부,5060,1,880,21.05,4120,5240,3980,3455076,16565165187,267308435240,52827754,KSQ
926,176750,KR7176750008,듀켐바이오,KOSDAQ,기술성장기업부,9390,1,610,6.95,8910,9440,8800,95593,888113890,267194515800,28455220,KSQ
927,382800,KR7382800001,지앤비에스 에코,KOSDAQ,우량기업부,8390,2,-210,-2.44,8620,8680,8120,2253614,18764591425,267062433990,31831041,KSQ
928,007160,KR7007160005,사조산업,KOSPI,,53400,1,1400,2.69,52200,54000,52200,9588,510572900,267000000000,5000000,STK
929,125020,KR7125020008,티씨머티리얼즈,KOSDAQ,중견기업부,7610,2,-30,-0.39,7600,7790,7310,1835882,13855118885,266643365500,35038550,KSQ
930,182400,KR7182400002,엔케이젠바이오텍코리아,KOSDAQ,관리종목(소속부없음),3670,0,0,0.0,0,0,0,0,0,265496721770,72342431,KSQ
931,053300,KR7053300000,한국정보인증,KOSDAQ,우량기업부,6250,2,-120,-1.88,6400,6430,6220,277017,1741755505,265258506250,42441361,KSQ
932,018310,KR7018310003,삼목에스폼,KOSDAQ,우량기업부,18030,2,-150,-0.83,18190,18190,17880,4857,87367740,265041000000,14700000,KSQ
933,067080,KR7067080002,대화제약,KOSDAQ,중견기업부,14230,1,80,0.57,14300,14430,14030,36340,515666140,264914929500,18616650,KSQ
934,452450,KR7452450000,피아이이,KOSDAQ,벤처기업부,7350,1,180,2.51,7030,7820,6980,1480242,11041512825,264809475000,36028500,KSQ
935,001130,KR7001130004,대한제분,KOSPI,,156500,0,0,0.0,0,0,0,0,0,264485000000,1690000,STK
936,439090,KR7439090002,마녀공장,KOSDAQ,우량기업부,16100,1,1030,6.83,17170,17170,15520,594951,9698833665,263931486000,16393260,KSQ
937,004560,KR7004560009,현대비앤지스틸,KOSPI,,17490,1,390,2.28,16880,18080,16510,303015,5340215630,263728404390,15078811,STK
938,950170,KR8392080006,JTC,KOSDAQ,외국기업(소속부없음),5090,2,-80,-1.55,5190,5330,5020,167883,859338165,263388911320,51746348,KSQ
939,136490,KR7136490000,선진,KOSPI,,11050,2,-20,-0.18,11000,11190,10880,106006,1163464360,262764624200,23779604,STK
940,405100,KR7405100009,큐알티,KOSDAQ,중견기업부,21300,2,-250,-1.16,21550,22250,21000,92194,1984360475,261762111300,12289301,KSQ
941,221800,KR7221800006,지구홀딩스,KOSDAQ,기술성장기업부,16060,2,-590,-3.54,16650,17000,15900,135383,2204813290,260693532440,16232474,KSQ
942,084680,KR7084680008,이월드,KOSPI,,1835,2,-54,-2.86,1914,1914,1827,469190,865236428,260214364155,141806193,STK
943,034810,KR7034810002,해성산업,KOSDAQ,중견기업부,7970,1,220,2.84,7750,7980,7670,48115,376277400,259478150290,32556857,KSQ
944,214180,KR7214180002,헥토이노베이션,KOSDAQ,우량기업부,19970,2,-580,-2.82,20950,21400,19620,208336,4193215310,259477538990,12993367,KSQ
945,211270,KR7211270004,AP위성,KOSDAQ,우량기업부,17100,1,260,1.54,16740,17100,16160,225510,3746049485,257907398400,15082304,KSQ
946,008350,KR7008350001,남선알미늄,KOSPI,,1995,2,-35,-1.72,2045,2080,1958,4387285,8744501139,257512784550,129079090,STK
947,256840,KR7256840000,한국비엔씨,KOSDAQ,우량기업부,3765,2,-65,-1.7,3835,3870,3710,497285,1875771363,257506745790,68394886,KSQ
948,013890,KR7013890009,지누스,KOSPI,,11560,2,-680,-5.56,12200,12200,11490,55429,645839690,257262898560,22254576,STK
949,0030R0,KR70030R0007,대신밸류리츠,KOSPI,,4295,2,-35,-0.81,4345,4345,4260,88291,377538869,256755100000,59780000,STK
950,064550,KR7064550007,바이오니아,KOSDAQ,중견기업부,9940,1,10,0.1,10010,10030,9910,102267,1019435430,256554292540,25810291,KSQ
951,013120,KR7013120001,동원개발,KOSDAQ,우량기업부,2825,1,30,1.07,2795,2825,2770,88363,246366042,256532882500,90808100,KSQ
952,102120,KR7102120003,어보브반도체,KOSDAQ,벤처기업부,14420,2,-130,-0.89,14390,14840,14040,490062,7066388200,256398458260,17780753,KSQ
953,121800,KR7121800007,비덴트,KOSDAQ,관리종목(소속부없음),3320,0,0,0.0,0,0,0,0,0,256309348520,77201611,KSQ
954,122900,KR7122900004,아이마켓코리아,KOSPI,,7660,3,0,0.0,7710,7740,7620,61270,470953830,256064914400,33428840,STK
955,004310,KR7004310009,현대약품,KOSPI,,8000,3,0,0.0,8000,8430,7900,537603,4334034765,256000000000,32000000,STK
956,353810,KR7353810005,이지바이오,KOSDAQ,우량기업부,7660,1,70,0.92,7600,7720,7480,97670,742799540,253407507200,33081920,KSQ
957,206640,KR7206640005,바디텍메드,KOSDAQ,우량기업부,11560,1,330,2.94,11330,11650,11180,36005,408886500,253255566760,21907921,KSQ
958,377460,KR7377460001,큐에이드,KOSDAQ,관리종목(소속부없음),4080,0,0,0.0,0,0,0,0,0,253187202960,62055687,KSQ
959,013580,KR7013580006,계룡건설,KOSPI,,28300,2,-700,-2.41,28850,28850,28000,95114,2690459700,252744668100,8930907,STK
960,017510,KR7017510009,세명전기,KOSDAQ,벤처기업부,16570,1,320,1.97,15110,17970,14860,4914691,80619723860,252626220000,15246000,KSQ
961,054450,KR7054450002,텔레칩스,KOSDAQ,중견기업부,16680,1,2140,14.72,15810,17860,15150,3654510,62039190410,252605806440,15144233,KSQ
962,126600,KR7126600006,BGF에코머티리얼즈,KOSDAQ,우량기업부,4010,2,-90,-2.2,4075,4145,4000,210259,848985723,251695264990,62766899,KSQ
963,033920,KR7033920000,무학,KOSPI,,8830,1,70,0.8,8900,8900,8680,39316,344341800,251655000000,28500000,STK
964,001790,KR7001790005,대한제당,KOSPI,,2800,1,55,2.0,2760,2800,2745,344671,954719019,251150424000,89696580,STK
965,194480,KR7194480000,데브시스터즈,KOSDAQ,벤처기업부,20700,2,-150,-0.72,21000,21200,20600,47395,986423250,251073405000,12129150,KSQ
966,402030,KR7402030001,코난테크놀로지,KOSDAQ,기술성장기업부,20000,2,-50,-0.25,20550,20650,20000,26002,526206200,250349760000,12517488,KSQ
967,462860,KR7462860008,더즌,KOSDAQ,벤처기업부,3480,2,-20,-0.57,3505,3535,3425,220690,767571194,250196430480,71895526,KSQ
968,487570,KR7487570004,HS효성,KOSPI,,66600,2,-1000,-1.48,67600,67600,65700,27019,1792839350,248146738200,3725927,STK
969,289930,KR7289930000,웨이비스,KOSDAQ,기술성장기업부,19040,2,-360,-1.86,19410,19890,17800,429781,8008620740,247881950400,13019010,KSQ
970,042600,KR7042600007,새로닉스,KOSDAQ,중견기업부,19900,2,-1400,-6.57,21100,21150,19720,52383,1053282215,247229122600,12423574,KSQ
971,484120,KR7484120001,도우인시스,KOSDAQ,중견기업부,22500,2,-900,-3.85,23400,23400,22150,25442,573616825,246541995000,10957422,KSQ
972,314130,KR7314130006,지놈앤컴퍼니,KOSDAQ,기술성장기업부,6800,2,-250,-3.55,7170,7350,6560,438333,3056644265,245880717200,36158929,KSQ
973,051905,KR7051901007,LG생활건강우,KOSPI,,116800,2,-800,-0.68,117700,117900,115600,6424,751199550,245244609600,2099697,STK
974,293580,KR7293580007,나우IB,KOSDAQ,중견기업부,2580,1,55,2.18,2605,2680,2530,2010282,5232952479,244919271000,94929950,KSQ
975,264850,KR7264850009,이랜시스,KOSDAQ,중견기업부,8050,2,-70,-0.86,8500,9010,7910,27162086,231122785090,243871626600,30294612,KSQ
976,052330,KR7052330008,코텍,KOSDAQ,우량기업부,13730,1,2030,17.35,11700,14500,11690,874344,11823219805,243866616970,17761589,KSQ
977,0011A0,KR70011A0009,액스비스,KOSDAQ,벤처기업부,26100,1,250,0.97,26250,28850,26050,879109,24090160800,243610614000,9333740,KSQ
978,036030,KR7036030005,케이티알파,KOSDAQ,우량기업부,4945,1,45,0.92,4900,4950,4755,154602,748698125,242400354435,49019283,KSQ
979,005500,KR7005500004,삼진제약,KOSPI,,18190,2,-210,-1.14,18410,18410,18160,15270,278096825,242290800000,13320000,STK
980,001630,KR7001630003,종근당홀딩스,KOSPI,,48300,3,0,0.0,48750,48750,47650,5143,246399550,241976286300,5009861,STK
981,010580,KR7010580009,에스엠벡셀,KOSPI,,2170,1,30,1.4,2115,2190,2110,170184,364695380,241416319200,111251760,STK
982,095700,KR7095700001,제넥신,KOSDAQ,기술성장기업부,5300,1,100,1.92,5200,5400,5140,350705,1843926135,241364618200,45540494,KSQ
983,216080,KR7216080002,제테마,KOSDAQ,벤처기업부,6470,2,-20,-0.31,6510,6590,6350,157477,1013525330,240742870530,37209099,KSQ
984,481070,KR7481070001,에이유브랜즈,KOSDAQ,중견기업부,16840,1,190,1.14,16710,17140,16460,17921,298681200,240138400000,14260000,KSQ
985,004380,KR7004380002,삼익THK,KOSPI,,11550,1,180,1.58,11790,11890,11310,157436,1820228905,239085000000,20700000,STK
986,125210,KR7125210005,아모그린텍,KOSDAQ,우량기업부,14490,2,-610,-4.04,15070,15070,14170,537514,7854785860,239038487100,16496790,KSQ
987,285490,KR7285490009,노바텍,KOSDAQ,벤처기업부,22550,2,-300,-1.31,22800,23000,22350,50120,1130405875,238484989050,10575831,KSQ
988,298690,KR7298690009,에어부산,KOSPI,,2040,1,40,2.0,2025,2085,1987,321522,652622513,237945600000,116640000,STK
989,059120,KR7059120006,아진엑스텍,KOSDAQ,벤처기업부,12980,1,420,3.34,12190,13100,12190,760702,9682168660,237664656680,18310066,KSQ
990,950140,KR8840110108,잉글우드랩,KOSDAQ,외국기업(소속부없음),11960,1,320,2.75,11750,12230,11750,103290,1241635745,237619677360,19867866,KSQ
991,244920,KR7244920005,에이플러스에셋,KOSPI,,10500,1,150,1.45,10350,10500,10000,71999,738751690,237380776500,22607693,STK
992,009680,KR7009680000,모토닉,KOSPI,,10910,1,10,0.09,10940,10990,10820,22491,245087280,237108055540,21733094,STK
993,166480,KR7166480004,코아스템켐온,KOSDAQ,벤처기업부,4480,1,775,20.92,3705,4500,3650,2810602,11729569749,236859284480,52870376,KSQ
994,210980,KR7210980009,SK디앤디,KOSPI,,12720,1,20,0.16,12700,12740,12560,32427,409424500,236813099040,18617382,STK
995,028100,KR7028100006,동아지질,KOSPI,,17680,2,-250,-1.39,17950,18000,17430,50715,893916450,236726395360,13389502,STK
996,270660,KR7270660004,에브리봇,KOSDAQ,벤처기업부,18650,1,10,0.05,18960,19300,18650,82773,1567908315,236679372950,12690583,KSQ
997,002150,KR7002150001,도화엔지니어링,KOSPI,,7010,2,-170,-2.37,7160,7160,6880,191010,1329514915,236377200000,33720000,STK
998,237880,KR7237880000,클리오,KOSDAQ,우량기업부,13070,1,150,1.16,13220,13250,12920,24304,316452815,236192583710,18071353,KSQ
999,033530,KR7033530007,SJG세종,KOSPI,,8480,1,550,6.94,8010,9250,8000,1261405,11010813115,235921749280,27820961,STK
1000,035150,KR7035150002,백산,KOSPI,,11770,1,100,0.86,11670,11900,11670,40040,471059660,235739458570,20028841,STK
